# Trace from filein = ./62270n01                                                                                                                   
#   time        NEVAVO                                                                                                                       
   2.4932E+00   2.2225E+01
   2.4941E+00   2.2222E+01
   2.4955E+00   2.2219E+01
   2.4980E+00   2.2208E+01
   2.5022E+00   2.2200E+01
   2.5095E+00   2.2184E+01
   2.5170E+00   2.2170E+01
   2.5245E+00   2.2140E+01
   2.5320E+00   2.2116E+01
   2.5395E+00   2.2226E+01
   2.5470E+00   2.2379E+01
   2.5545E+00   2.2492E+01
   2.5620E+00   2.2544E+01
   2.5695E+00   2.2525E+01
   2.5770E+00   2.2464E+01
   2.5845E+00   2.2376E+01
   2.5920E+00   2.2293E+01
   2.5995E+00   2.2122E+01
   2.6070E+00   2.2045E+01
   2.6145E+00   2.2185E+01
   2.6190E+00   2.2425E+01
   2.6216E+00   2.2633E+01
   2.6248E+00   2.2825E+01
   2.6288E+00   2.2953E+01
   2.6358E+00   2.3038E+01
   2.6432E+00   2.3034E+01
   2.6507E+00   2.2974E+01
   2.6583E+00   2.2881E+01
   2.6658E+00   2.2794E+01
   2.6732E+00   2.2720E+01
   2.6807E+00   2.2676E+01
   2.6883E+00   2.2800E+01
   2.6957E+00   2.2990E+01
   2.7032E+00   2.3157E+01
   2.7108E+00   2.3265E+01
   2.7183E+00   2.3163E+01
   2.7257E+00   2.3084E+01
   2.7332E+00   2.3013E+01
   2.7408E+00   2.2954E+01
   2.7483E+00   2.2898E+01
   2.7557E+00   2.2850E+01
   2.7633E+00   2.2924E+01
   2.7708E+00   2.3051E+01
   2.7778E+00   2.3157E+01
   2.7853E+00   2.3225E+01
   2.7928E+00   2.3229E+01
   2.7976E+00   2.3171E+01
   2.8018E+00   2.3080E+01
   2.8054E+00   2.2988E+01
   2.8088E+00   2.2904E+01
   2.8146E+00   2.2816E+01
   2.8221E+00   2.2749E+01
   2.8296E+00   2.2717E+01
   2.8371E+00   2.3008E+01
   2.8446E+00   2.3282E+01
   2.8521E+00   2.3464E+01
   2.8596E+00   2.3537E+01
   2.8671E+00   2.3512E+01
   2.8746E+00   2.3428E+01
   2.8821E+00   2.3317E+01
   2.8896E+00   2.3214E+01
   2.8971E+00   2.3129E+01
   2.9046E+00   2.3078E+01
   2.9121E+00   2.3222E+01
   2.9194E+00   2.3441E+01
   2.9264E+00   2.3631E+01
   2.9339E+00   2.3756E+01
   2.9414E+00   2.3788E+01
   2.9489E+00   2.3748E+01
   2.9564E+00   2.3657E+01
   2.9639E+00   2.3553E+01
   2.9714E+00   2.3453E+01
   2.9789E+00   2.3345E+01
   2.9864E+00   2.3427E+01
   2.9933E+00   2.3599E+01
   2.9998E+00   2.3762E+01
   3.0073E+00   2.3889E+01
   3.0148E+00   2.3946E+01
   3.0199E+00   2.3926E+01
   3.0238E+00   2.3858E+01
   3.0268E+00   2.3783E+01
   3.0268E+00   2.3782E+01
   3.0268E+00   2.3782E+01
   3.0268E+00   2.3781E+01
   3.0268E+00   2.3780E+01
   3.0268E+00   2.3780E+01
   3.0268E+00   2.3779E+01
   3.0268E+00   2.3778E+01
   3.0268E+00   2.3777E+01
   3.0268E+00   2.3774E+01
   3.0268E+00   2.3769E+01
   3.0269E+00   2.3760E+01
   3.0269E+00   2.3746E+01
   3.0270E+00   2.3720E+01
   3.0272E+00   2.3677E+01
   3.0274E+00   2.3630E+01
   3.0279E+00   2.3599E+01
   3.0283E+00   2.3592E+01
   3.0285E+00   2.3596E+01
   3.0290E+00   2.3607E+01
   3.0293E+00   2.3615E+01
   3.0299E+00   2.3623E+01
   3.0303E+00   2.3628E+01
   3.0305E+00   2.3630E+01
   3.0310E+00   2.3634E+01
   3.0313E+00   2.3635E+01
   3.0319E+00   2.3637E+01
   3.0324E+00   2.3638E+01
   3.0327E+00   2.3639E+01
   3.0332E+00   2.3638E+01
   3.0336E+00   2.3640E+01
   3.0338E+00   2.3640E+01
   3.0343E+00   2.3641E+01
   3.0346E+00   2.3641E+01
   3.0352E+00   2.3643E+01
   3.0356E+00   2.3629E+01
   3.0359E+00   2.3627E+01
   3.0363E+00   2.3627E+01
   3.0367E+00   2.3631E+01
   3.0371E+00   2.3634E+01
   3.0374E+00   2.3636E+01
   3.0378E+00   2.3636E+01
   3.0380E+00   2.3636E+01
   3.0384E+00   2.3634E+01
   3.0390E+00   2.3633E+01
   3.0395E+00   2.3629E+01
   3.0399E+00   2.3627E+01
   3.0404E+00   2.3621E+01
   3.0406E+00   2.3620E+01
   3.0412E+00   2.3615E+01
   3.0415E+00   2.3615E+01
   3.0419E+00   2.3611E+01
   3.0422E+00   2.3611E+01
   3.0426E+00   2.3608E+01
   3.0428E+00   2.3608E+01
   3.0429E+00   2.3602E+01
   3.0431E+00   2.3599E+01
   3.0434E+00   2.3596E+01
   3.0439E+00   2.3595E+01
   3.0441E+00   2.3596E+01
   3.0445E+00   2.3599E+01
   3.0450E+00   2.3601E+01
   3.0456E+00   2.3607E+01
   3.0462E+00   2.3610E+01
   3.0464E+00   2.3612E+01
   3.0468E+00   2.3614E+01
   3.0471E+00   2.3616E+01
   3.0474E+00   2.3617E+01
   3.0477E+00   2.3619E+01
   3.0480E+00   2.3619E+01
   3.0483E+00   2.3621E+01
   3.0487E+00   2.3620E+01
   3.0489E+00   2.3622E+01
   3.0493E+00   2.3621E+01
   3.0495E+00   2.3622E+01
   3.0499E+00   2.3623E+01
   3.0503E+00   2.3626E+01
   3.0505E+00   2.3627E+01
   3.0505E+00   2.3634E+01
   3.0505E+00   2.3637E+01
   3.0505E+00   2.3638E+01
   3.0505E+00   2.3640E+01
   3.0505E+00   2.3641E+01
   3.0505E+00   2.3643E+01
   3.0505E+00   2.3646E+01
   3.0505E+00   2.3648E+01
   3.0505E+00   2.3651E+01
   3.0505E+00   2.3655E+01
   3.0505E+00   2.3659E+01
   3.0505E+00   2.3664E+01
   3.0505E+00   2.3670E+01
   3.0505E+00   2.3670E+01
   3.0505E+00   2.3670E+01
   3.0505E+00   2.3670E+01
   3.0505E+00   2.3670E+01
   3.0505E+00   2.3671E+01
   3.0505E+00   2.3671E+01
   3.0505E+00   2.3672E+01
   3.0505E+00   2.3673E+01
   3.0505E+00   2.3676E+01
   3.0505E+00   2.3681E+01
   3.0505E+00   2.3689E+01
   3.0506E+00   2.3699E+01
   3.0506E+00   2.3712E+01
   3.0506E+00   2.3728E+01
   3.0506E+00   2.3747E+01
   3.0506E+00   2.3769E+01
   3.0506E+00   2.3796E+01
   3.0506E+00   2.3830E+01
   3.0506E+00   2.3870E+01
   3.0506E+00   2.3920E+01
   3.0506E+00   2.3940E+01
   3.0506E+00   2.3976E+01
   3.0506E+00   2.3997E+01
   3.0506E+00   2.4012E+01
   3.0506E+00   2.4038E+01
   3.0506E+00   2.4083E+01
   3.0506E+00   2.4161E+01
   3.0506E+00   2.4282E+01
   3.0506E+00   2.4451E+01
   3.0507E+00   2.4611E+01
   3.0507E+00   2.4624E+01
   3.0507E+00   2.4622E+01
   3.0507E+00   2.4619E+01
   3.0507E+00   2.4613E+01
   3.0508E+00   2.4604E+01
   3.0508E+00   2.4594E+01
   3.0508E+00   2.4583E+01
   3.0508E+00   2.4573E+01
   3.0509E+00   2.4566E+01
   3.0509E+00   2.4562E+01
   3.0509E+00   2.4561E+01
   3.0510E+00   2.4561E+01
   3.0510E+00   2.4558E+01
   3.0510E+00   2.4557E+01
   3.0511E+00   2.4557E+01
   3.0511E+00   2.4556E+01
   3.0511E+00   2.4555E+01
   3.0512E+00   2.4553E+01
   3.0512E+00   2.4551E+01
   3.0513E+00   2.4549E+01
   3.0514E+00   2.4546E+01
   3.0515E+00   2.4543E+01
   3.0516E+00   2.4539E+01
   3.0517E+00   2.4534E+01
   3.0519E+00   2.4529E+01
   3.0519E+00   2.4529E+01
   3.0519E+00   2.4524E+01
   3.0519E+00   2.4517E+01
   3.0519E+00   2.4512E+01
   3.0520E+00   2.4509E+01
   3.0520E+00   2.4508E+01
   3.0520E+00   2.4507E+01
   3.0521E+00   2.4506E+01
   3.0521E+00   2.4505E+01
   3.0521E+00   2.4505E+01
   3.0521E+00   2.4504E+01
   3.0521E+00   2.4504E+01
   3.0521E+00   2.4503E+01
   3.0521E+00   2.4502E+01
   3.0521E+00   2.4502E+01
   3.0521E+00   2.4502E+01
   3.0521E+00   2.4501E+01
   3.0522E+00   2.4501E+01
   3.0522E+00   2.4500E+01
   3.0522E+00   2.4500E+01
   3.0522E+00   2.4500E+01
   3.0522E+00   2.4499E+01
   3.0522E+00   2.4499E+01
   3.0522E+00   2.4498E+01
   3.0522E+00   2.4496E+01
   3.0522E+00   2.4495E+01
   3.0523E+00   2.4494E+01
   3.0523E+00   2.4494E+01
   3.0523E+00   2.4493E+01
   3.0524E+00   2.4491E+01
   3.0525E+00   2.4490E+01
   3.0525E+00   2.4490E+01
   3.0526E+00   2.4488E+01
   3.0528E+00   2.4487E+01
   3.0529E+00   2.4485E+01
   3.0529E+00   2.4484E+01
   3.0530E+00   2.4479E+01
   3.0531E+00   2.4480E+01
   3.0533E+00   2.4479E+01
   3.0535E+00   2.4478E+01
   3.0539E+00   2.4475E+01
   3.0543E+00   2.4472E+01
   3.0545E+00   2.4471E+01
   3.0548E+00   2.4467E+01
   3.0550E+00   2.4465E+01
   3.0554E+00   2.4462E+01
   3.0556E+00   2.4460E+01
   3.0559E+00   2.4458E+01
   3.0561E+00   2.4458E+01
   3.0563E+00   2.4457E+01
   3.0566E+00   2.4453E+01
   3.0568E+00   2.4452E+01
   3.0572E+00   2.4447E+01
   3.0573E+00   2.4446E+01
   3.0577E+00   2.4440E+01
   3.0582E+00   2.4434E+01
   3.0584E+00   2.4431E+01
   3.0588E+00   2.4425E+01
   3.0594E+00   2.4416E+01
   3.0598E+00   2.4408E+01
   3.0600E+00   2.4401E+01
   3.0603E+00   2.4393E+01
   3.0605E+00   2.4389E+01
   3.0608E+00   2.4384E+01
   3.0612E+00   2.4377E+01
   3.0615E+00   2.4375E+01
   3.0618E+00   2.4371E+01
   3.0623E+00   2.4368E+01
   3.0626E+00   2.4370E+01
   3.0629E+00   2.4367E+01
   3.0635E+00   2.4360E+01
   3.0638E+00   2.4356E+01
   3.0643E+00   2.4345E+01
   3.0646E+00   2.4340E+01
   3.0647E+00   2.4333E+01
   3.0647E+00   2.4328E+01
   3.0648E+00   2.4322E+01
   3.0648E+00   2.4317E+01
   3.0648E+00   2.4310E+01
   3.0649E+00   2.4299E+01
   3.0649E+00   2.4288E+01
   3.0650E+00   2.4280E+01
   3.0652E+00   2.4276E+01
   3.0655E+00   2.4277E+01
   3.0657E+00   2.4278E+01
   3.0659E+00   2.4278E+01
   3.0662E+00   2.4277E+01
   3.0667E+00   2.4276E+01
   3.0670E+00   2.4270E+01
   3.0672E+00   2.4263E+01
   3.0673E+00   2.4256E+01
   3.0674E+00   2.4251E+01
   3.0675E+00   2.4243E+01
   3.0678E+00   2.4237E+01
   3.0682E+00   2.4231E+01
   3.0685E+00   2.4231E+01
   3.0689E+00   2.4229E+01
   3.0692E+00   2.4230E+01
   3.0695E+00   2.4228E+01
   3.0697E+00   2.4227E+01
   3.0701E+00   2.4224E+01
   3.0703E+00   2.4223E+01
   3.0706E+00   2.4219E+01
   3.0712E+00   2.4215E+01
   3.0714E+00   2.4213E+01
   3.0718E+00   2.4209E+01
   3.0720E+00   2.4207E+01
   3.0724E+00   2.4202E+01
   3.0727E+00   2.4198E+01
   3.0730E+00   2.4194E+01
   3.0735E+00   2.4188E+01
   3.0737E+00   2.4188E+01
   3.0739E+00   2.4185E+01
   3.0744E+00   2.4184E+01
   3.0746E+00   2.4184E+01
   3.0750E+00   2.4183E+01
   3.0753E+00   2.4183E+01
   3.0758E+00   2.4181E+01
   3.0760E+00   2.4180E+01
   3.0765E+00   2.4177E+01
   3.0768E+00   2.4175E+01
   3.0771E+00   2.4171E+01
   3.0777E+00   2.4164E+01
   3.0779E+00   2.4163E+01
   3.0782E+00   2.4158E+01
   3.0784E+00   2.4156E+01
   3.0787E+00   2.4152E+01
   3.0793E+00   2.4149E+01
   3.0795E+00   2.4153E+01
   3.0800E+00   2.4152E+01
   3.0802E+00   2.4150E+01
   3.0805E+00   2.4143E+01
   3.0806E+00   2.4134E+01
   3.0809E+00   2.4123E+01
   3.0815E+00   2.4111E+01
   3.0818E+00   2.4108E+01
   3.0824E+00   2.4102E+01
   3.0828E+00   2.4097E+01
   3.0830E+00   2.4092E+01
   3.0833E+00   2.4085E+01
   3.0835E+00   2.4082E+01
   3.0839E+00   2.4078E+01
   3.0842E+00   2.4075E+01
   3.0845E+00   2.4070E+01
   3.0847E+00   2.4067E+01
   3.0852E+00   2.4062E+01
   3.0854E+00   2.4059E+01
   3.0858E+00   2.4053E+01
   3.0860E+00   2.4049E+01
   3.0861E+00   2.4043E+01
   3.0863E+00   2.4036E+01
   3.0866E+00   2.4031E+01
   3.0869E+00   2.4028E+01
   3.0873E+00   2.4029E+01
   3.0873E+00   2.4029E+01
   3.0873E+00   2.4028E+01
   3.0874E+00   2.4024E+01
   3.0874E+00   2.4024E+01
   3.0875E+00   2.4021E+01
   3.0875E+00   2.4023E+01
   3.0875E+00   2.4022E+01
   3.0875E+00   2.4023E+01
   3.0875E+00   2.4023E+01
   3.0875E+00   2.4023E+01
   3.0875E+00   2.4022E+01
   3.0875E+00   2.4022E+01
   3.0876E+00   2.4021E+01
   3.0876E+00   2.4021E+01
   3.0876E+00   2.4021E+01
   3.0876E+00   2.4022E+01
   3.0876E+00   2.4021E+01
   3.0876E+00   2.4021E+01
   3.0876E+00   2.4021E+01
   3.0876E+00   2.4021E+01
   3.0876E+00   2.4019E+01
   3.0876E+00   2.4020E+01
   3.0877E+00   2.4020E+01
   3.0877E+00   2.4018E+01
   3.0877E+00   2.4015E+01
   3.0877E+00   2.4014E+01
   3.0877E+00   2.4014E+01
   3.0878E+00   2.4016E+01
   3.0879E+00   2.4018E+01
   3.0880E+00   2.4019E+01
   3.0883E+00   2.4020E+01
   3.0886E+00   2.4018E+01
   3.0886E+00   2.4018E+01
   3.0886E+00   2.4012E+01
   3.0886E+00   2.4007E+01
   3.0886E+00   2.4003E+01
   3.0886E+00   2.4000E+01
   3.0887E+00   2.3997E+01
   3.0887E+00   2.3994E+01
   3.0887E+00   2.3993E+01
   3.0888E+00   2.3992E+01
   3.0889E+00   2.3993E+01
   3.0890E+00   2.3993E+01
   3.0891E+00   2.3994E+01
   3.0891E+00   2.3994E+01
   3.0891E+00   2.3993E+01
   3.0892E+00   2.3993E+01
   3.0892E+00   2.3991E+01
   3.0892E+00   2.3993E+01
   3.0893E+00   2.3992E+01
   3.0893E+00   2.3993E+01
   3.0893E+00   2.3994E+01
   3.0894E+00   2.3995E+01
   3.0895E+00   2.3992E+01
   3.0896E+00   2.3994E+01
   3.0896E+00   2.3993E+01
   3.0897E+00   2.3993E+01
   3.0897E+00   2.3993E+01
   3.0897E+00   2.3991E+01
   3.0897E+00   2.3989E+01
   3.0898E+00   2.3985E+01
   3.0898E+00   2.3983E+01
   3.0898E+00   2.3982E+01
   3.0899E+00   2.3982E+01
   3.0900E+00   2.3984E+01
   3.0901E+00   2.3985E+01
   3.0902E+00   2.3984E+01
   3.0902E+00   2.3983E+01
   3.0903E+00   2.3981E+01
   3.0904E+00   2.3979E+01
   3.0905E+00   2.3976E+01
   3.0905E+00   2.3974E+01
   3.0906E+00   2.3970E+01
   3.0907E+00   2.3969E+01
   3.0909E+00   2.3966E+01
   3.0911E+00   2.3971E+01
   3.0916E+00   2.3970E+01
   3.0924E+00   2.3968E+01
   3.0924E+00   2.3968E+01
   3.0924E+00   2.3968E+01
   3.0924E+00   2.3968E+01
   3.0924E+00   2.3967E+01
   3.0924E+00   2.3966E+01
   3.0924E+00   2.3965E+01
   3.0924E+00   2.3962E+01
   3.0924E+00   2.3958E+01
   3.0924E+00   2.3951E+01
   3.0925E+00   2.3939E+01
   3.0926E+00   2.3929E+01
   3.0927E+00   2.3923E+01
   3.0929E+00   2.3920E+01
   3.0933E+00   2.3922E+01
   3.0940E+00   2.3924E+01
   3.0940E+00   2.3924E+01
   3.0940E+00   2.3923E+01
   3.0940E+00   2.3923E+01
   3.0940E+00   2.3922E+01
   3.0940E+00   2.3920E+01
   3.0940E+00   2.3917E+01
   3.0940E+00   2.3912E+01
   3.0940E+00   2.3906E+01
   3.0941E+00   2.3900E+01
   3.0942E+00   2.3897E+01
   3.0943E+00   2.3898E+01
   3.0945E+00   2.3900E+01
   3.0948E+00   2.3904E+01
   3.0952E+00   2.3907E+01
   3.0954E+00   2.3910E+01
   3.0958E+00   2.3912E+01
   3.0960E+00   2.3914E+01
   3.0964E+00   2.3915E+01
   3.0966E+00   2.3916E+01
   3.0970E+00   2.3916E+01
   3.0975E+00   2.3917E+01
   3.0977E+00   2.3918E+01
   3.0981E+00   2.3918E+01
   3.0984E+00   2.3918E+01
   3.0988E+00   2.3919E+01
   3.0990E+00   2.3919E+01
   3.0994E+00   2.3920E+01
   3.0996E+00   2.3928E+01
   3.1000E+00   2.3931E+01
   3.1001E+00   2.3925E+01
   3.1004E+00   2.3917E+01
   3.1010E+00   2.3909E+01
   3.1013E+00   2.3907E+01
   3.1016E+00   2.3905E+01
   3.1021E+00   2.3903E+01
   3.1025E+00   2.3900E+01
   3.1028E+00   2.3899E+01
   3.1033E+00   2.3892E+01
   3.1037E+00   2.3890E+01
   3.1041E+00   2.3887E+01
   3.1046E+00   2.3882E+01
   3.1051E+00   2.3878E+01
   3.1054E+00   2.3876E+01
   3.1058E+00   2.3873E+01
   3.1063E+00   2.3867E+01
   3.1067E+00   2.3863E+01
   3.1070E+00   2.3861E+01
   3.1073E+00   2.3854E+01
   3.1079E+00   2.3847E+01
   3.1082E+00   2.3844E+01
   3.1085E+00   2.3845E+01
   3.1089E+00   2.3843E+01
   3.1093E+00   2.3844E+01
   3.1098E+00   2.3842E+01
   3.1102E+00   2.3843E+01
   3.1105E+00   2.3843E+01
   3.1109E+00   2.3843E+01
   3.1112E+00   2.3842E+01
   3.1118E+00   2.3842E+01
   3.1122E+00   2.3841E+01
   3.1124E+00   2.3841E+01
   3.1129E+00   2.3838E+01
   3.1132E+00   2.3838E+01
   3.1137E+00   2.3836E+01
   3.1141E+00   2.3836E+01
   3.1143E+00   2.3835E+01
   3.1148E+00   2.3835E+01
   3.1155E+00   2.3841E+01
   3.1164E+00   2.3837E+01
   3.1179E+00   2.3823E+01
   3.1205E+00   2.3808E+01
   3.1250E+00   2.3781E+01
   3.1325E+00   2.3971E+01
   3.1400E+00   2.4157E+01
   3.1475E+00   2.4244E+01
   3.1550E+00   2.4188E+01
   3.1610E+00   2.4017E+01
   3.1685E+00   2.3778E+01
   3.1760E+00   2.3551E+01
   3.1835E+00   2.3345E+01
   3.1910E+00   2.3189E+01
   3.1985E+00   2.3074E+01
   3.2060E+00   2.3323E+01
   3.2135E+00   2.3684E+01
   3.2204E+00   2.3963E+01
   3.2279E+00   2.4163E+01
   3.2354E+00   2.4147E+01
   3.2429E+00   2.3977E+01
   3.2475E+00   2.3756E+01
   3.2502E+00   2.3529E+01
   3.2522E+00   2.3525E+01
   3.2556E+00   2.3387E+01
   3.2616E+00   2.3341E+01
   3.2691E+00   2.3302E+01
   3.2766E+00   2.3256E+01
   3.2841E+00   2.3636E+01
   3.2916E+00   2.4129E+01
   3.2991E+00   2.4492E+01
   3.3066E+00   2.4636E+01
   3.3141E+00   2.4569E+01
   3.3216E+00   2.4380E+01
   3.3291E+00   2.4141E+01
   3.3366E+00   2.3930E+01
   3.3441E+00   2.3771E+01
   3.3516E+00   2.3415E+01
   3.3591E+00   2.3564E+01
   3.3666E+00   2.4034E+01
   3.3741E+00   2.4619E+01
   3.3816E+00   2.5139E+01
   3.3891E+00   2.5460E+01
   3.3966E+00   2.5565E+01
   3.4041E+00   2.5469E+01
   3.4116E+00   2.5257E+01
   3.4191E+00   2.4984E+01
   3.4266E+00   2.4732E+01
   3.4341E+00   2.4782E+01
   3.4416E+00   2.5021E+01
   3.4491E+00   2.5298E+01
   3.4566E+00   2.5526E+01
   3.4641E+00   2.5634E+01
   3.4716E+00   2.5628E+01
   3.4791E+00   2.5516E+01
   3.4866E+00   2.5300E+01
   3.4941E+00   2.5099E+01
   3.5016E+00   2.4974E+01
   3.5091E+00   2.4912E+01
   3.5166E+00   2.4932E+01
   3.5241E+00   2.4997E+01
   3.5261E+00   2.5086E+01
   3.5274E+00   2.5170E+01
   3.5274E+00   2.5169E+01
   3.5274E+00   2.5171E+01
   3.5274E+00   2.5173E+01
   3.5274E+00   2.5174E+01
   3.5274E+00   2.5176E+01
   3.5274E+00   2.5177E+01
   3.5274E+00   2.5177E+01
   3.5274E+00   2.5178E+01
   3.5274E+00   2.5179E+01
   3.5274E+00   2.5180E+01
   3.5274E+00   2.5181E+01
   3.5274E+00   2.5183E+01
   3.5274E+00   2.5185E+01
   3.5274E+00   2.5185E+01
   3.5274E+00   2.5186E+01
   3.5274E+00   2.5187E+01
   3.5274E+00   2.5189E+01
   3.5274E+00   2.5192E+01
   3.5274E+00   2.5197E+01
   3.5274E+00   2.5203E+01
   3.5274E+00   2.5211E+01
   3.5274E+00   2.5214E+01
   3.5274E+00   2.5219E+01
   3.5274E+00   2.5219E+01
   3.5274E+00   2.5219E+01
   3.5274E+00   2.5219E+01
